Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Athletic Footwear,39.00,75.00,2925.00,1082.25,0.37,Outlet
West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Apparel,43.00,30.00,1290.00,567.60,0.44,Outlet
West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Apparel,40.00,90.00,3600.00,1260.00,0.35,Outlet
West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Street Footwear,44.00,166.00,7304.00,2848.56,0.39,Outlet
West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Athletic Footwear,39.00,88.00,3432.00,1407.12,0.41,Outlet
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Street Footwear,47.00,114.00,5358.00,2196.78,0.41,Outlet
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Athletic Footwear,34.00,70.00,2380.00,880.60,0.37,Outlet
West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Apparel,36.00,39.00,1404.00,589.68,0.42,Outlet
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Apparel,49.00,90.00,4410.00,1499.40,0.34,Outlet
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Street Footwear,39.00,155.00,6045.00,2538.90,0.42,Outlet
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Athletic Footwear,36.00,109.00,3924.00,1569.60,0.40,Outlet
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Street Footwear,39.00,119.00,4641.00,1809.99,0.39,Outlet
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Athletic Footwear,33.00,94.00,3102.00,1209.78,0.39,Outlet
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Apparel,33.00,58.00,1914.00,842.16,0.44,Outlet
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Apparel,46.00,173.00,7958.00,2864.88,0.36,Outlet
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Street Footwear,43.00,240.00,10320.00,3921.60,0.38,Outlet
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Athletic Footwear,47.00,202.00,9494.00,3892.54,0.41,Outlet
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Street Footwear,53.00,208.00,11024.00,4299.36,0.39,Outlet
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Athletic Footwear,62.00,179.00,11098.00,4550.18,0.41,Outlet
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Apparel,67.00,140.00,9380.00,4314.80,0.46,Outlet
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Apparel,74.00,231.00,17094.00,5641.02,0.33,Outlet
West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Street Footwear,60.00,298.00,17880.00,7509.60,0.42,Outlet
West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Athletic Footwear,66.00,217.00,14322.00,5872.02,0.41,Outlet
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Street Footwear,66.00,221.00,14586.00,6126.12,0.42,Outlet
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Athletic Footwear,61.00,171.00,10431.00,4276.71,0.41,Outlet
West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Apparel,68.00,198.00,13464.00,6193.44,0.46,Outlet
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Apparel,78.00,204.00,15912.00,5569.20,0.35,Outlet
West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Street Footwear,69.00,256.00,17664.00,6535.68,0.37,Outlet
West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Athletic Footwear,62.00,256.00,15872.00,6666.24,0.42,Outlet
West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Street Footwear,50.00,215.00,10750.00,4300.00,0.40,Outlet
West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Athletic Footwear,50.00,128.00,6400.00,2432.00,0.38,Outlet
West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Apparel,53.00,136.00,7208.00,3027.36,0.42,Outlet
West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Apparel,53.00,88.00,4664.00,1725.68,0.37,Outlet
West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Street Footwear,34.00,149.00,5066.00,1874.42,0.37,Outlet
West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Athletic Footwear,43.00,158.00,6794.00,2581.72,0.38,Outlet
West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Street Footwear,39.00,83.00,3237.00,1359.54,0.42,Outlet
West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Athletic Footwear,38.00,62.00,2356.00,989.52,0.42,Outlet
West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Apparel,48.00,77.00,3696.00,1552.32,0.42,Outlet
West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Apparel,36.00,85.00,3060.00,979.20,0.32,Outlet
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Street Footwear,29.00,119.00,3451.00,1345.89,0.39,Outlet
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Athletic Footwear,37.00,179.00,6623.00,2516.74,0.38,Outlet
West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Street Footwear,37.00,109.00,4033.00,1492.21,0.37,Outlet
West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Athletic Footwear,34.00,114.00,3876.00,1511.64,0.39,Outlet
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Apparel,40.00,93.00,3720.00,1674.00,0.45,Outlet
West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Apparel,41.00,123.00,5043.00,1865.91,0.37,Outlet
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Street Footwear,34.00,190.00,6460.00,2390.20,0.37,Outlet
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Athletic Footwear,37.00,202.00,7474.00,2914.86,0.39,Outlet
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Street Footwear,32.00,152.00,4864.00,2042.88,0.42,Outlet
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Athletic Footwear,39.00,149.00,5811.00,2382.51,0.41,Outlet
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Apparel,50.00,145.00,7250.00,3335.00,0.46,Outlet
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Apparel,53.00,165.00,8745.00,3235.65,0.37,Outlet
West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Street Footwear,51.00,225.00,11475.00,4819.50,0.42,Outlet
West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Athletic Footwear,56.00,233.00,13048.00,5219.20,0.40,Outlet
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Street Footwear,48.00,193.00,9264.00,3798.24,0.41,Outlet
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Athletic Footwear,53.00,165.00,8745.00,3410.55,0.39,Outlet
West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Apparel,54.00,157.00,8478.00,3984.66,0.47,Outlet
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Apparel,55.00,201.00,11055.00,3758.70,0.34,Outlet
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Street Footwear,28.00,120.00,3360.00,1411.20,0.42,Outlet
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Athletic Footwear,31.00,124.00,3844.00,1691.36,0.44,Outlet
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Street Footwear,33.00,128.00,4224.00,1816.32,0.43,Outlet
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Athletic Footwear,34.00,78.00,2652.00,1219.92,0.46,Outlet
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Apparel,33.00,68.00,2244.00,1144.44,0.51,Outlet
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Apparel,34.00,140.00,4760.00,1904.00,0.40,Outlet
West Gear,1128299,17-02-2021,West,Oregon,Portland,Men's Street Footwear,24.00,175.00,4200.00,1890.00,0.45,Outlet
West Gear,1128299,17-02-2021,West,Oregon,Portland,Men's Athletic Footwear,31.00,124.00,3844.00,1652.92,0.43,Outlet
West Gear,1128299,17-02-2021,West,Oregon,Portland,Women's Street Footwear,34.00,132.00,4488.00,1929.84,0.43,Outlet
West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,33.00,75.00,2475.00,1163.25,0.47,Outlet
West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Men's Apparel,33.00,53.00,1749.00,822.03,0.47,Outlet
West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Women's Apparel,32.00,131.00,4192.00,1551.04,0.37,Outlet
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Street Footwear,29.00,179.00,5191.00,2387.86,0.46,Outlet
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,38.00,120.00,4560.00,2006.40,0.44,Outlet
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Street Footwear,39.00,120.00,4680.00,2106.00,0.45,Outlet
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,43.00,96.00,4128.00,1775.04,0.43,Outlet
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Apparel,40.00,50.00,2000.00,1020.00,0.51,Outlet
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Apparel,29.00,109.00,3161.00,1169.57,0.37,Outlet
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Street Footwear,38.00,168.00,6384.00,3000.48,0.47,Outlet
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,36.00,107.00,3852.00,1771.92,0.46,Outlet
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Street Footwear,40.00,120.00,4800.00,2016.00,0.42,Outlet
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,27.00,91.00,2457.00,1105.65,0.45,Outlet
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Apparel,34.00,56.00,1904.00,971.04,0.51,Outlet
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Apparel,39.00,123.00,4797.00,1774.89,0.37,Outlet
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Street Footwear,32.00,176.00,5632.00,2421.76,0.43,Outlet
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,40.00,128.00,5120.00,2252.80,0.44,Outlet
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Street Footwear,37.00,136.00,5032.00,2113.44,0.42,Outlet
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,33.00,101.00,3333.00,1433.19,0.43,Outlet
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Apparel,32.00,77.00,2464.00,1182.72,0.48,Outlet
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Apparel,46.00,178.00,8188.00,3275.20,0.40,Outlet
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Street Footwear,47.00,256.00,12032.00,5655.04,0.47,Outlet
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,55.00,224.00,12320.00,5544.00,0.45,Outlet
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Street Footwear,55.00,210.00,11550.00,5082.00,0.44,Outlet
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,59.00,184.00,10856.00,5102.32,0.47,Outlet
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Apparel,70.00,153.00,10710.00,5033.70,0.47,Outlet
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Apparel,80.00,248.00,19840.00,8134.40,0.41,Outlet
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Street Footwear,62.00,306.00,18972.00,8157.96,0.43,Outlet
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,67.00,248.00,16616.00,7643.36,0.46,Outlet
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Street Footwear,69.00,210.00,14490.00,6810.30,0.47,Outlet
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,62.00,198.00,12276.00,5524.20,0.45,Outlet
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Apparel,73.00,221.00,16133.00,7905.17,0.49,Outlet
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Apparel,81.00,208.00,16848.00,6907.68,0.41,Outlet
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Street Footwear,73.00,255.00,18615.00,8749.05,0.47,Outlet
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,57.00,256.00,14592.00,6420.48,0.44,Outlet
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Street Footwear,50.00,217.00,10850.00,4557.00,0.42,Outlet
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,55.00,143.00,7865.00,3696.55,0.47,Outlet
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Apparel,47.00,152.00,7144.00,3500.56,0.49,Outlet
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Apparel,46.00,102.00,4692.00,1782.96,0.38,Outlet
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Street Footwear,33.00,175.00,5775.00,2425.50,0.42,Outlet
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,40.00,175.00,7000.00,3010.00,0.43,Outlet
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Women's Street Footwear,30.00,96.00,2880.00,1324.80,0.46,Outlet
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,34.00,80.00,2720.00,1142.40,0.42,Outlet
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Apparel,41.00,83.00,3403.00,1633.44,0.48,Outlet
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Women's Apparel,30.00,90.00,2700.00,1080.00,0.40,Outlet
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Men's Street Footwear,25.00,124.00,3100.00,1333.00,0.43,Outlet
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,34.00,184.00,6256.00,2815.20,0.45,Outlet
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Street Footwear,33.00,128.00,4224.00,1900.80,0.45,Outlet
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,31.00,120.00,3720.00,1599.60,0.43,Outlet
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Men's Apparel,39.00,112.00,4368.00,2096.64,0.48,Outlet
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Apparel,44.00,140.00,6160.00,2464.00,0.40,Outlet
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Men's Street Footwear,28.00,219.00,6132.00,2882.04,0.47,Outlet
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,35.00,224.00,7840.00,3684.80,0.47,Outlet
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Street Footwear,30.00,158.00,4740.00,2180.40,0.46,Outlet
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,40.00,155.00,6200.00,2852.00,0.46,Outlet
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Men's Apparel,53.00,147.00,7791.00,3661.77,0.47,Outlet
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Apparel,64.00,180.00,11520.00,4723.20,0.41,Outlet
West Gear,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Street Footwear,46.00,272.00,12512.00,5755.52,0.46,Outlet
West Gear,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,52.00,248.00,12896.00,5674.24,0.44,Outlet
Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Women's Street Footwear,53.00,192.00,10176.00,4375.68,0.43,Outlet
Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,53.00,192.00,10176.00,4782.72,0.47,Outlet
Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Apparel,55.00,168.00,9240.00,4435.20,0.48,Outlet
Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Women's Apparel,59.00,194.00,11446.00,4578.40,0.40,Outlet
Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Men's Street Footwear,14.00,223.00,3122.00,1061.48,0.34,Outlet
Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,20.00,209.00,4180.00,1504.80,0.36,Outlet
Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Women's Street Footwear,21.00,162.00,3402.00,1258.74,0.37,Outlet
Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,26.00,166.00,4316.00,1812.72,0.42,Outlet
Foot Locker,1197831,05-01-2021,South,Louisiana,New Orleans,Men's Apparel,28.00,111.00,3108.00,870.24,0.28,Outlet
West Gear,1197831,05-01-2021,South,Louisiana,New Orleans,Women's Apparel,23.00,147.00,3381.00,1690.50,0.50,Outlet
Foot Locker,1197831,04-02-2021,South,Louisiana,New Orleans,Men's Street Footwear,18.00,200.00,3600.00,1152.00,0.32,Outlet
Foot Locker,1197831,04-02-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,28.00,180.00,5040.00,1663.20,0.33,Outlet
Foot Locker,1197831,04-02-2021,South,Louisiana,New Orleans,Women's Street Footwear,28.00,128.00,3584.00,1254.40,0.35,Outlet
Foot Locker,1197831,04-02-2021,West,Idaho,Boise,Women's Athletic Footwear,27.00,116.00,3132.00,1315.44,0.42,Outlet
Foot Locker,1197831,04-02-2021,West,Idaho,Boise,Men's Apparel,31.00,88.00,2728.00,818.40,0.30,Outlet
Foot Locker,1197831,04-02-2021,West,Idaho,Boise,Women's Apparel,26.00,135.00,3510.00,1825.20,0.52,Outlet
Foot Locker,1197831,06-03-2021,West,Idaho,Boise,Men's Street Footwear,21.00,200.00,4200.00,1554.00,0.37,Outlet
Foot Locker,1197831,06-03-2021,West,Idaho,Boise,Men's Athletic Footwear,27.00,188.00,5076.00,1979.64,0.39,Outlet
Foot Locker,1197831,06-03-2021,West,Idaho,Boise,Women's Street Footwear,20.00,135.00,2700.00,1026.00,0.38,Outlet
Foot Locker,1197831,06-03-2021,West,Idaho,Boise,Women's Athletic Footwear,26.00,112.00,2912.00,1368.64,0.47,Outlet
West Gear,1197831,06-03-2021,West,Idaho,Boise,Men's Apparel,32.00,88.00,2816.00,985.60,0.35,Outlet
West Gear,1197831,06-03-2021,West,Idaho,Boise,Women's Apparel,25.00,124.00,3100.00,1643.00,0.53,Outlet
West Gear,1197831,05-04-2021,West,Idaho,Boise,Men's Street Footwear,15.00,215.00,3225.00,1354.50,0.42,Outlet
West Gear,1197831,05-04-2021,West,Idaho,Boise,Men's Athletic Footwear,21.00,215.00,4515.00,1760.85,0.39,Outlet
West Gear,1197831,05-04-2021,West,Idaho,Boise,Women's Street Footwear,19.00,162.00,3078.00,1138.86,0.37,Outlet
West Gear,1197831,05-04-2021,West,Idaho,Boise,Women's Athletic Footwear,20.00,116.00,2320.00,1136.80,0.49,Outlet
West Gear,1197831,05-04-2021,West,Idaho,Boise,Men's Apparel,27.00,91.00,2457.00,786.24,0.32,Outlet
West Gear,1197831,05-04-2021,West,Idaho,Boise,Women's Apparel,23.00,176.00,4048.00,2307.36,0.57,Outlet
West Gear,1197831,05-05-2021,West,Idaho,Boise,Men's Street Footwear,14.00,210.00,2940.00,1234.80,0.42,Outlet
West Gear,1197831,05-05-2021,West,Idaho,Boise,Men's Athletic Footwear,22.00,247.00,5434.00,2227.94,0.41,Outlet
West Gear,1197831,05-05-2021,West,Idaho,Boise,Women's Street Footwear,18.00,184.00,3312.00,1291.68,0.39,Outlet
West Gear,1197831,05-05-2021,West,Idaho,Boise,Women's Athletic Footwear,24.00,155.00,3720.00,1860.00,0.50,Outlet
West Gear,1197831,05-05-2021,West,Idaho,Boise,Men's Apparel,34.00,120.00,4080.00,1428.00,0.35,Outlet
West Gear,1197831,05-05-2021,West,Idaho,Boise,Women's Apparel,33.00,240.00,7920.00,4356.00,0.55,Outlet
West Gear,1197831,04-06-2021,West,Idaho,Boise,Men's Street Footwear,31.00,233.00,7223.00,2744.74,0.38,Outlet
West Gear,1197831,04-06-2021,West,Idaho,Boise,Men's Athletic Footwear,35.00,263.00,9205.00,3774.05,0.41,Outlet
West Gear,1197831,04-06-2021,West,Idaho,Boise,Women's Street Footwear,34.00,186.00,6324.00,2592.84,0.41,Outlet
West Gear,1197831,04-06-2021,West,Idaho,Boise,Women's Athletic Footwear,33.00,187.00,6171.00,3023.79,0.49,Outlet
West Gear,1197831,04-06-2021,West,Idaho,Boise,Men's Apparel,43.00,158.00,6794.00,2309.96,0.34,Outlet
West Gear,1197831,04-06-2021,West,Idaho,Boise,Women's Apparel,39.00,248.00,9672.00,5319.60,0.55,Outlet
West Gear,1197831,06-07-2021,West,Idaho,Boise,Men's Street Footwear,35.00,264.00,9240.00,4250.40,0.46,Outlet
West Gear,1197831,06-07-2021,West,Idaho,Boise,Men's Athletic Footwear,40.00,271.00,10840.00,4661.20,0.43,Outlet
West Gear,1197831,06-07-2021,West,Idaho,Boise,Women's Street Footwear,34.00,278.00,9452.00,3969.84,0.42,Outlet
West Gear,1197831,06-07-2021,West,Idaho,Boise,Women's Athletic Footwear,38.00,158.00,6004.00,3182.12,0.53,Outlet
West Gear,1197831,06-07-2021,West,Idaho,Boise,Men's Apparel,43.00,173.00,7439.00,2975.60,0.40,Outlet
Foot Locker,1197831,06-07-2021,West,Idaho,Boise,Women's Apparel,51.00,264.00,13464.00,7943.76,0.59,Outlet
Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Men's Street Footwear,38.00,233.00,8854.00,3718.68,0.42,Outlet
Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Men's Athletic Footwear,37.00,255.00,9435.00,4057.05,0.43,Outlet
Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Women's Street Footwear,39.00,305.00,11895.00,5114.85,0.43,Outlet
Foot Locker,1197831,08-08-2021,West,Idaho,Boise,Women's Athletic Footwear,33.00,162.00,5346.00,2940.30,0.55,Outlet
Sports Direct,1197831,08-08-2021,West,Idaho,Boise,Men's Apparel,39.00,166.00,6474.00,2719.08,0.42,Outlet
Sports Direct,1197831,08-08-2021,West,Idaho,Boise,Women's Apparel,44.00,239.00,10516.00,6414.76,0.61,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Men's Street Footwear,41.00,230.00,9430.00,4337.80,0.46,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Men's Athletic Footwear,38.00,219.00,8322.00,3578.46,0.43,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Women's Street Footwear,43.00,203.00,8729.00,3928.05,0.45,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Women's Athletic Footwear,40.00,136.00,5440.00,2992.00,0.55,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Men's Apparel,42.00,140.00,5880.00,2410.80,0.41,Outlet
Sports Direct,1197831,05-09-2021,West,Idaho,Boise,Women's Apparel,36.00,200.00,7200.00,4176.00,0.58,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Men's Street Footwear,30.00,201.00,6030.00,2773.80,0.46,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Men's Athletic Footwear,27.00,190.00,5130.00,2205.90,0.43,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Women's Street Footwear,31.00,179.00,5549.00,2330.58,0.42,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Women's Athletic Footwear,35.00,116.00,4060.00,2151.80,0.53,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Men's Apparel,25.00,123.00,3075.00,1199.25,0.39,Outlet
Sports Direct,1197831,04-10-2021,West,Idaho,Boise,Women's Apparel,34.00,179.00,6086.00,3590.74,0.59,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Men's Street Footwear,27.00,203.00,5481.00,2521.26,0.46,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Men's Athletic Footwear,28.00,223.00,6244.00,2684.92,0.43,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Women's Street Footwear,42.00,210.00,8820.00,3704.40,0.42,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Women's Athletic Footwear,43.00,158.00,6794.00,3532.88,0.52,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Men's Apparel,41.00,149.00,6109.00,2321.42,0.38,Outlet
Sports Direct,1197831,05-11-2021,West,Idaho,Boise,Women's Apparel,51.00,194.00,9894.00,5837.46,0.59,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Men's Street Footwear,40.00,240.00,9600.00,4320.00,0.45,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Men's Athletic Footwear,41.00,240.00,9840.00,4526.40,0.46,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Women's Street Footwear,47.00,223.00,10481.00,4611.64,0.44,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Women's Athletic Footwear,44.00,184.00,8096.00,4209.92,0.52,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Men's Apparel,43.00,147.00,6321.00,2591.61,0.41,Outlet
Foot Locker,1197831,04-12-2021,West,Idaho,Boise,Women's Apparel,47.00,232.00,10904.00,6651.44,0.61,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Street Footwear,23.00,136.00,3128.00,1251.20,0.40,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Athletic Footwear,30.00,140.00,4200.00,1806.00,0.43,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Street Footwear,31.00,145.00,4495.00,1753.05,0.39,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Athletic Footwear,30.00,88.00,2640.00,976.80,0.37,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Apparel,35.00,68.00,2380.00,809.20,0.34,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Apparel,27.00,140.00,3780.00,1020.60,0.27,Outlet
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Men's Street Footwear,21.00,162.00,3402.00,1258.74,0.37,Outlet
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Men's Athletic Footwear,28.00,128.00,3584.00,1541.12,0.43,Outlet
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Women's Street Footwear,28.00,124.00,3472.00,1458.24,0.42,Outlet
Foot Locker,1128299,23-02-2021,West,Arizona,Phoenix,Women's Athletic Footwear,26.00,68.00,1768.00,742.56,0.42,Outlet
Foot Locker,1128299,23-02-2021,West,Arizona,Phoenix,Men's Apparel,36.00,51.00,1836.00,679.32,0.37,Outlet
